Salon ID,Salon Name,Area,Rating,Reviews,Price Category,Services,Timing,Contact
550,Royal Salon 550,Hadapsar,4,1447,High,"Hair Coloring, Highlights, Hair Spa",9AM to 8PM,9756377712
551,Glow Studio 551,Viman Nagar,4.4,395,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,9911129267
552,Aura Salon 552,Aundh,3.8,905,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 10PM,9302767439
553,Royal Salon 553,Koregaon Park,4.6,1413,Low,"Hair Coloring, Highlights, Hair Spa",9AM to 11PM,9141245320
554,Glow Salon 554,Magarpatta,4.2,784,Medium,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,9323393253
555,Elite Salon 555,Viman Nagar,4.7,1469,High,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9981640863
556,Trendy Makeover 556,Magarpatta,4,1151,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 9PM,9813132964
557,Royal Studio 557,Shivaji Nagar,4.4,1060,Low,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9633808743
558,Elite Lounge 558,Hadapsar,3.9,102,Medium,"Bridal Makeup, Hair Styling, Skincare",10AM to 9PM,9723100460
559,Elite Lounge 559,Pimple Saudagar,3.7,749,Medium,"Hair Coloring, Highlights, Hair Spa",11AM to 9PM,9859858259
560,Elite Lounge 560,Hinjewadi,4.9,225,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 8PM,9947622096
561,Aura Makeover 561,Camp,4.8,759,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 8PM,9987704761
562,Glow Studio 562,Wakad,4.7,501,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 8PM,9358326939
563,Elite Lounge 563,Karve Nagar,4.3,786,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 11PM,9720478232
564,Royal Studio 564,Wakad,3.9,784,Low,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,9293112406
565,Urban Salon 565,Hadapsar,4.6,1328,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,9710222557
566,Elite Salon 566,Camp,3.9,1195,High,"Bridal Makeup, Hair Styling, Skincare",9AM to 9PM,9822649342
567,Urban Salon 567,Sinhagad Road,5,1198,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 8PM,9311268993
568,Urban Lounge 568,Kothrud,4.8,812,Low,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 11PM,9660604067
569,Royal Lounge 569,Shivaji Nagar,4,895,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 10PM,9940649678
570,Urban Studio 570,Shivaji Nagar,4.9,371,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 8PM,9446122185
571,Royal Makeover 571,Wakad,4.4,1500,High,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 11PM,9517366864
572,Urban Salon 572,Hadapsar,3.8,868,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 8PM,9862278458
573,Trendy Studio 573,Aundh,4.3,1240,High,"Hair Coloring, Highlights, Hair Spa",10AM to 9PM,9814254921
574,Trendy Studio 574,Hinjewadi,4.2,57,Low,"Bridal Makeup, Hair Styling, Skincare",10AM to 8PM,9858802680
575,Urban Makeover 575,Sinhagad Road,4.4,494,High,"Facial, Cleanup, Waxing, Threading",8AM to 9PM,9429087994
576,Glow Makeover 576,Pimple Saudagar,4.8,268,High,"Haircut, Beard Trim, Cleanup",10AM to 8PM,9730691668
577,Trendy Makeover 577,Karve Nagar,3.8,266,Medium,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9979548459
578,Trendy Lounge 578,Magarpatta,3.9,29,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 10PM,9586171145
579,Trendy Lounge 579,Baner,4.8,952,Medium,"Hair Coloring, Highlights, Hair Spa",8AM to 11PM,9534017761
580,Urban Studio 580,Kothrud,3.8,448,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 9PM,9291207985
581,Royal Lounge 581,Camp,4.1,754,Medium,"Haircut, Beard Trim, Cleanup",10AM to 11PM,9691660352
582,Aura Makeover 582,Viman Nagar,4.5,971,Medium,"Hair Coloring, Highlights, Hair Spa",9AM to 9PM,9998134238
583,Glow Lounge 583,Magarpatta,3.7,160,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 10PM,9890854573
584,Royal Makeover 584,Pimple Saudagar,3.7,1264,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 9PM,9512600099
585,Royal Lounge 585,Baner,4.8,274,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 11PM,9377712077
586,Elite Salon 586,Magarpatta,4.3,1406,Medium,"Hair Coloring, Highlights, Hair Spa",9AM to 11PM,9124570805
587,Glow Lounge 587,Sinhagad Road,3.9,1259,High,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,9457153846
588,Glow Lounge 588,Aundh,4.7,965,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 8PM,9982677491
589,Luxury Lounge 589,Magarpatta,3.6,1401,High,"Hair Coloring, Highlights, Hair Spa",9AM to 11PM,9933920051
590,Royal Makeover 590,FC Road,4.6,175,Low,"Haircut, Beard Trim, Cleanup",10AM to 9PM,9562981773
591,Style Studio 591,Pimple Saudagar,3.6,229,Medium,"Haircut, Beard Trim, Cleanup",8AM to 11PM,9838097387
592,Trendy Salon 592,Karve Nagar,3.6,369,High,"Facial, Cleanup, Waxing, Threading",8AM to 10PM,9236735659
593,Luxury Makeover 593,Camp,4,499,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 10PM,9294562596
594,Urban Makeover 594,Hadapsar,4.8,460,Low,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,9910817304
595,Royal Makeover 595,Kothrud,3.8,640,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9393731447
596,Aura Studio 596,FC Road,4.8,156,Low,"Bridal Makeup, Hair Styling, Skincare",9AM to 9PM,9187179565
597,Luxury Makeover 597,Kothrud,3.8,28,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 8PM,9511434107
598,Trendy Studio 598,Baner,3.9,556,Medium,"Haircut, Beard Trim, Cleanup",11AM to 8PM,9897231191
599,Style Lounge 599,Koregaon Park,4,1464,Low,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9576053093
600,Glow Makeover 600,FC Road,3.9,592,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 9PM,9699740177
601,Royal Lounge 601,Kothrud,4.6,138,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9404704354
602,Trendy Salon 602,Baner,3.8,871,Low,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,9346461263
603,Urban Salon 603,Kothrud,3.8,1447,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9946075428
604,Aura Makeover 604,Sinhagad Road,4.1,55,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,9783114553
605,Trendy Lounge 605,Viman Nagar,3.5,1277,Medium,"Haircut, Beard Trim, Cleanup",10AM to 9PM,9216006767
606,Royal Salon 606,FC Road,4,945,High,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9260182269
607,Style Studio 607,Shivaji Nagar,4.7,519,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 10PM,9582577555
608,Aura Studio 608,Magarpatta,3.6,349,High,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 8PM,9930356393
609,Trendy Makeover 609,Viman Nagar,3.5,899,Low,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9577660738
610,Elite Studio 610,Aundh,3.6,1304,Medium,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,9988083770
611,Elite Salon 611,Viman Nagar,3.8,981,Medium,"Haircut, Beard Trim, Cleanup",9AM to 8PM,9881068824
612,Trendy Makeover 612,Pimple Saudagar,4.5,527,Low,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,9118451045
613,Trendy Lounge 613,Hinjewadi,4.9,979,Medium,"Haircut, Beard Trim, Cleanup",8AM to 9PM,9884609446
614,Trendy Lounge 614,Hadapsar,4.5,586,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 9PM,9696982593
615,Glow Studio 615,Karve Nagar,4.4,911,High,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 8PM,9210405096
616,Glow Makeover 616,Karve Nagar,3.8,651,Medium,"Haircut, Beard Trim, Cleanup",10AM to 8PM,9749121755
617,Glow Makeover 617,FC Road,3.8,217,Low,"Hair Coloring, Highlights, Hair Spa",11AM to 8PM,9729802249
618,Luxury Lounge 618,Sinhagad Road,3.8,611,Low,"Bridal Makeup, Hair Styling, Skincare",11AM to 9PM,9561671924
619,Style Salon 619,Baner,3.9,338,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 11PM,9872118218
620,Royal Makeover 620,FC Road,4.5,965,Low,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 8PM,9488592857
621,Luxury Studio 621,Sinhagad Road,3.8,686,Low,"Haircut, Beard Trim, Cleanup",8AM to 11PM,9831273191
622,Royal Studio 622,Camp,3.7,918,Low,"Hair Coloring, Highlights, Hair Spa",10AM to 8PM,9529725416
623,Aura Salon 623,Aundh,4.2,866,Low,"Haircut, Beard Trim, Cleanup",8AM to 9PM,9876312998
624,Royal Lounge 624,Pimple Saudagar,4.9,1270,Low,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,9868087034
625,Royal Studio 625,Shivaji Nagar,3.9,652,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 10PM,9324951211
626,Luxury Salon 626,Pimple Saudagar,4.2,438,Low,"Haircut, Beard Trim, Cleanup",8AM to 11PM,9924385165
627,Royal Salon 627,Sinhagad Road,5,888,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 10PM,9674537073
628,Urban Salon 628,Sinhagad Road,3.8,725,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,9199143179
629,Elite Lounge 629,Shivaji Nagar,4.3,900,Medium,"Haircut, Beard Trim, Cleanup",10AM to 11PM,9714492380
630,Glow Studio 630,Camp,5,817,High,"Facial, Cleanup, Waxing, Threading",8AM to 10PM,9820272224
631,Style Makeover 631,Hinjewadi,4.8,604,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 11PM,9646766188
632,Glow Makeover 632,Camp,5,478,Medium,"Haircut, Beard Trim, Cleanup",9AM to 10PM,9295394678
633,Trendy Salon 633,Wakad,4.1,579,Low,"Bridal Makeup, Hair Styling, Skincare",11AM to 8PM,9316061955
634,Trendy Lounge 634,Hinjewadi,4.1,315,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 8PM,9881946585
635,Glow Salon 635,Viman Nagar,4.2,947,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 9PM,9835241511
636,Royal Lounge 636,Kothrud,3.8,1121,High,"Facial, Cleanup, Waxing, Threading",10AM to 11PM,9365435127
637,Trendy Lounge 637,Camp,3.7,1025,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 10PM,9403043583
638,Trendy Salon 638,Shivaji Nagar,3.8,717,Medium,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9319656009
639,Glow Studio 639,Hinjewadi,4.7,1177,High,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,9366287413
640,Aura Studio 640,Pimple Saudagar,3.7,725,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 11PM,9812046285
641,Glow Lounge 641,Baner,4.9,1384,Low,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9390980975
642,Elite Salon 642,Hadapsar,4,109,High,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9158919200
643,Urban Lounge 643,Baner,3.9,699,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 10PM,9652143153
644,Glow Studio 644,Baner,4.2,1204,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 9PM,9705510754
645,Glow Lounge 645,Wakad,3.8,1344,Low,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,9293548956
646,Elite Makeover 646,Wakad,4.1,220,High,"Facial, Cleanup, Waxing, Threading",11AM to 10PM,9494251240
647,Elite Makeover 647,FC Road,5,1355,Low,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 8PM,9905037307
648,Urban Makeover 648,Baner,3.8,1160,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 9PM,9652176760
649,Urban Lounge 649,Hadapsar,3.7,1287,Medium,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,9274791170
650,Elite Studio 650,Hadapsar,3.7,895,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,9469438861
651,Trendy Makeover 651,Camp,3.8,587,Low,"Hair Coloring, Highlights, Hair Spa",9AM to 9PM,9664839281
652,Urban Studio 652,Kothrud,3.8,270,Low,"Hair Coloring, Highlights, Hair Spa",9AM to 11PM,9286444154
653,Luxury Studio 653,Pimple Saudagar,3.7,541,High,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9132602996
654,Glow Salon 654,Kothrud,4,1291,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 10PM,9306034404
655,Royal Makeover 655,Kothrud,4.7,293,High,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9327802967
656,Royal Makeover 656,Viman Nagar,4.4,1175,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 8PM,9141138019
657,Urban Makeover 657,Karve Nagar,4,1033,High,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,9689956664
658,Urban Studio 658,Aundh,4.5,713,High,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 8PM,9818714477
659,Style Salon 659,Camp,4.3,431,Low,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 8PM,9676907773
660,Glow Lounge 660,Wakad,4.4,166,Low,"Facial, Cleanup, Waxing, Threading",11AM to 10PM,9327514431
661,Aura Makeover 661,Sinhagad Road,4.3,69,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9115662614
662,Luxury Salon 662,Karve Nagar,4.6,620,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 9PM,9412186462
663,Royal Salon 663,Shivaji Nagar,4.4,1393,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,9942496794
664,Aura Salon 664,Viman Nagar,3.5,551,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 8PM,9394725632
665,Elite Salon 665,Viman Nagar,3.5,1188,High,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 9PM,9767759913
666,Elite Lounge 666,FC Road,4.3,744,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 10PM,9563138425
667,Elite Salon 667,Hadapsar,4.3,570,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 9PM,9494173428
668,Glow Salon 668,Camp,4.5,1312,Low,"Bridal Makeup, Hair Styling, Skincare",9AM to 8PM,9432561701
669,Aura Salon 669,Kothrud,4.1,599,High,"Haircut, Beard Trim, Cleanup",11AM to 8PM,9706445524
670,Style Lounge 670,Koregaon Park,4.5,366,Low,"Haircut, Beard Trim, Cleanup",9AM to 8PM,9422070842
671,Urban Makeover 671,Viman Nagar,4.6,763,Medium,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,9527521266
672,Trendy Makeover 672,Koregaon Park,4.8,154,High,"Haircut, Beard Trim, Cleanup",9AM to 10PM,9450213603
673,Luxury Studio 673,Baner,3.9,26,High,"Bridal Makeup, Hair Styling, Skincare",11AM to 9PM,9851725277
674,Glow Makeover 674,Koregaon Park,4.4,322,High,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9367305018
675,Trendy Salon 675,Aundh,3.7,319,Low,"Hair Coloring, Highlights, Hair Spa",10AM to 9PM,9409305477
676,Trendy Lounge 676,Magarpatta,4.6,717,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 8PM,9319424057
677,Style Studio 677,Hinjewadi,4.8,1496,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,9640231416
678,Trendy Studio 678,FC Road,5,1027,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 11PM,9135382967
679,Luxury Salon 679,Hadapsar,4.4,1021,Low,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9915575173
680,Elite Makeover 680,Sinhagad Road,3.6,1172,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 9PM,9150410419
681,Urban Lounge 681,Pimple Saudagar,4.9,223,High,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,9646146114
682,Urban Studio 682,Hinjewadi,4.9,508,Low,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,9263582888
683,Aura Studio 683,Kothrud,4.8,1179,High,"Haircut, Beard Trim, Cleanup",9AM to 10PM,9597337909
684,Style Studio 684,Viman Nagar,4.2,387,High,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 11PM,9531631169
685,Glow Makeover 685,Hinjewadi,3.7,33,High,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9906582922
686,Royal Salon 686,Magarpatta,3.9,1082,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 11PM,9600536766
687,Style Makeover 687,Kothrud,4.8,755,High,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,9913596918
688,Urban Lounge 688,Sinhagad Road,3.9,1468,Low,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9106215879
689,Trendy Salon 689,Wakad,4.4,132,High,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,9677494063
690,Style Salon 690,Sinhagad Road,3.7,1077,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 8PM,9567932998
691,Royal Salon 691,Karve Nagar,3.9,278,Low,"Facial, Cleanup, Waxing, Threading",8AM to 11PM,9825011826
692,Royal Studio 692,Shivaji Nagar,4.8,1441,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 11PM,9537171734
693,Royal Salon 693,FC Road,3.6,1161,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 9PM,9476906897
694,Luxury Studio 694,Hinjewadi,4.2,311,Low,"Haircut, Beard Trim, Cleanup",9AM to 11PM,9407733124
695,Urban Lounge 695,Camp,3.6,24,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 10PM,9205287882
696,Royal Salon 696,Koregaon Park,4.2,284,High,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 9PM,9241258684
697,Trendy Makeover 697,Aundh,4,747,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 8PM,9994262396
698,Royal Lounge 698,Koregaon Park,3.8,364,Low,"Bridal Makeup, Hair Styling, Skincare",11AM to 10PM,9902076451
699,Royal Makeover 699,Koregaon Park,4,1200,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 11PM,9122758017
700,Urban Makeover 700,FC Road,4.7,705,Medium,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9194559624
701,Style Studio 701,Camp,4.1,317,Low,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 11PM,9431253285
702,Royal Studio 702,Kothrud,4.2,108,Medium,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9958519824
703,Trendy Lounge 703,Hadapsar,5,1490,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9785104008
704,Luxury Studio 704,Karve Nagar,3.9,165,High,"Facial, Cleanup, Waxing, Threading",8AM to 11PM,9688076392
705,Glow Lounge 705,Koregaon Park,4.8,699,Low,"Hair Coloring, Highlights, Hair Spa",11AM to 10PM,9532803044
706,Trendy Salon 706,Hinjewadi,4.1,1452,Medium,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,9608724847
707,Luxury Studio 707,Viman Nagar,4,596,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,9925730775
708,Trendy Makeover 708,Camp,3.6,929,Medium,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9919268975
709,Style Lounge 709,Shivaji Nagar,4.5,1375,Low,"Facial, Cleanup, Waxing, Threading",9AM to 8PM,9674942622
710,Aura Salon 710,Sinhagad Road,4.5,410,Medium,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9447664928
711,Aura Salon 711,Shivaji Nagar,3.7,589,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 9PM,9497140360
712,Trendy Studio 712,Magarpatta,4.5,1431,Low,"Facial, Cleanup, Waxing, Threading",9AM to 10PM,9793465415
713,Style Studio 713,Sinhagad Road,4.1,820,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 8PM,9869347377
714,Royal Lounge 714,Camp,4.3,869,Low,"Bridal Makeup, Hair Styling, Skincare",10AM to 8PM,9828086641
715,Urban Studio 715,Wakad,4.6,826,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 11PM,9318671775
716,Urban Studio 716,Camp,4.8,540,High,"Hair Coloring, Highlights, Hair Spa",8AM to 10PM,9822685675
717,Glow Salon 717,Magarpatta,4.5,215,Low,"Hair Coloring, Highlights, Hair Spa",8AM to 11PM,9314116239
718,Aura Studio 718,Karve Nagar,4.3,1413,Medium,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9822504064
719,Trendy Lounge 719,Karve Nagar,4.5,610,Low,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 10PM,9750767652
720,Trendy Salon 720,FC Road,4.2,1317,Low,"Haircut, Beard Trim, Cleanup",9AM to 8PM,9933456201
721,Aura Lounge 721,Karve Nagar,4.5,116,Low,"Hair Coloring, Highlights, Hair Spa",9AM to 11PM,9982879151
722,Aura Salon 722,Pimple Saudagar,4,1228,Low,"Haircut, Beard Trim, Cleanup",8AM to 10PM,9964906935
723,Royal Makeover 723,FC Road,4.1,952,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 10PM,9487213632
724,Aura Salon 724,Wakad,3.7,127,High,"Haircut, Beard Trim, Cleanup",9AM to 11PM,9606652943
725,Trendy Lounge 725,Aundh,4.8,1119,Low,"Hair Coloring, Highlights, Hair Spa",10AM to 11PM,9494322953
726,Urban Makeover 726,Pimple Saudagar,4.9,1074,Low,"Bridal Makeup, Hair Styling, Skincare",10AM to 10PM,9482212634
727,Urban Makeover 727,Koregaon Park,3.6,589,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9348152418
728,Glow Studio 728,Baner,3.8,1205,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,9715727588
729,Royal Studio 729,Hinjewadi,4.1,1443,Low,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,9226377921
730,Glow Lounge 730,Hadapsar,4.9,1011,High,"Bridal Makeup, Hair Styling, Skincare",11AM to 10PM,9887815408
731,Aura Makeover 731,Hadapsar,3.8,83,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,9331180417
732,Luxury Makeover 732,Baner,3.6,1043,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 10PM,9226759480
733,Urban Salon 733,Camp,4.1,331,Low,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 8PM,9691677421
734,Royal Salon 734,Magarpatta,4.3,528,Low,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 8PM,9789773649
735,Royal Lounge 735,Hadapsar,3.6,1491,High,"Facial, Cleanup, Waxing, Threading",8AM to 9PM,9770866968
736,Elite Makeover 736,Hadapsar,4.6,929,Low,"Bridal Makeup, Hair Styling, Skincare",8AM to 9PM,9276244637
737,Urban Lounge 737,Shivaji Nagar,3.7,213,High,"Facial, Cleanup, Waxing, Threading",11AM to 8PM,9141727490
738,Trendy Studio 738,Shivaji Nagar,4.7,1466,Medium,"Hair Coloring, Highlights, Hair Spa",9AM to 10PM,9931101174
739,Royal Lounge 739,Kothrud,4.2,327,Low,"Hair Coloring, Highlights, Hair Spa",8AM to 9PM,9923443256
740,Aura Studio 740,FC Road,4.7,1407,Medium,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 9PM,9850277004
741,Luxury Salon 741,Pimple Saudagar,4.1,1215,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 10PM,9726175883
742,Glow Makeover 742,Aundh,4.3,168,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 8PM,9406038816
743,Royal Salon 743,Viman Nagar,3.8,1209,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 9PM,9239520738
744,Elite Studio 744,Baner,3.7,253,Low,"Bridal Makeup, Hair Styling, Skincare",8AM to 10PM,9114745530
745,Glow Salon 745,Wakad,3.8,710,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 11PM,9237092219
746,Glow Studio 746,Magarpatta,4.7,217,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 8PM,9568570993
747,Royal Salon 747,Sinhagad Road,4,285,High,"Facial, Cleanup, Waxing, Threading",11AM to 11PM,9605861704
748,Elite Makeover 748,Hadapsar,4.3,260,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 11PM,9541778562
749,Luxury Salon 749,Koregaon Park,4.1,1269,Low,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9745993362
750,Royal Lounge 750,Aundh,3.7,842,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 10PM,9767502266
751,Royal Studio 751,Karve Nagar,4.4,1130,Medium,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9248722907
752,Aura Makeover 752,Baner,4.1,382,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,9105483399
753,Glow Lounge 753,Kothrud,3.5,258,Medium,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9717957294
754,Royal Studio 754,Wakad,4.7,107,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 9PM,9634933068
755,Trendy Lounge 755,Viman Nagar,3.5,831,Medium,"Facial, Cleanup, Waxing, Threading",11AM to 10PM,9459456447
756,Glow Salon 756,Magarpatta,3.8,91,Medium,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 8PM,9707794206
757,Luxury Lounge 757,Viman Nagar,3.8,1330,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 8PM,9336238963
758,Glow Salon 758,Karve Nagar,3.9,1344,High,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 11PM,9179142676
759,Elite Makeover 759,Sinhagad Road,4.3,1042,High,"Facial, Cleanup, Waxing, Threading",8AM to 10PM,9554441122
760,Style Salon 760,Wakad,3.9,521,Low,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9282605909
761,Glow Salon 761,Koregaon Park,4.5,1474,Low,"Haircut, Beard Trim, Cleanup",8AM to 8PM,9703214654
762,Elite Lounge 762,Viman Nagar,3.9,611,Low,"Bridal Makeup, Hair Styling, Skincare",9AM to 11PM,9692070944
763,Glow Salon 763,Magarpatta,3.7,716,High,"Hair Coloring, Highlights, Hair Spa",11AM to 9PM,9780703276
764,Urban Salon 764,Hadapsar,3.7,727,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 8PM,9661897876
765,Glow Salon 765,Camp,4.6,1449,Low,"Facial, Cleanup, Waxing, Threading",10AM to 11PM,9956638938
766,Royal Lounge 766,Shivaji Nagar,4.3,285,Medium,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,9952068456
767,Style Makeover 767,Baner,3.5,1183,High,"Hair Coloring, Highlights, Hair Spa",8AM to 9PM,9325860164
768,Luxury Studio 768,Koregaon Park,4.8,360,Low,"Hair Coloring, Highlights, Hair Spa",10AM to 9PM,9678842905
769,Elite Studio 769,FC Road,4.3,181,High,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 10PM,9322198785
